ID do Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,Tempo de Assinatura(M),Serviço Telefônico,Múltiplas Linhas,Serviço de Internet,Segurança Online,Backup Online,Proteção de Dispositivo,Suporte Técnico,Streaming de TV,Streaming de Filmes,Contrato,Fatura Online,Método de Pagamento,Cobrança Mensal,Cobrança Total
0578-SKVMF,Sim,Mulher,Não,Sim,Sim,22,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,83.3,1845.9
0580-PIQHM,Não,Mulher,Não,Sim,Sim,41,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Sim,Anual,Sim,Transferência bancária (automática),101.6,3930.55
0581-BXBUB,Não,Mulher,Sim,Não,Não,4,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,72.75,317.75
0581-MDMPW,Não,Mulher,Não,Não,Não,24,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),88.95,2072.75
0582-AVCLN,Não,Mulher,Não,Não,Não,38,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,20.3,743.05
0584-BJQGZ,Não,Mulher,Não,Não,Não,25,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Transferência bancária (automática),78.35,1837.9
0585-EGDDA,Não,Homem,Não,Sim,Não,40,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,80.0,3168.75
0587-DMGBH,Sim,Mulher,Não,Não,Não,8,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,49.85,365.55
0594-UFTUL,Não,Homem,Não,Sim,Sim,13,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,19.85,252.0
0595-ITUDF,Não,Homem,Não,Sim,Sim,64,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,91.8,5960.5
0596-BQCEQ,Sim,Mulher,Não,Sim,Sim,62,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.15,6283.3
0599-XNYDO,Não,Mulher,Não,Sim,Não,20,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),69.8,1540.35
0601-WZHJF,Sim,Homem,Não,Sim,Não,14,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,46.35,667.7
0602-DDUML,Não,Mulher,Não,Não,Não,57,Sim,Não,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Não,Cheque impresso,69.75,3894.4
0603-OLQDC,Não,Homem,Não,Não,Sim,12,Sim,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque impresso,69.85,837.5
0603-TPMIB,Não,Mulher,Não,Sim,Sim,59,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,25.45,1534.05
0604-THJFP,Não,Mulher,Não,Sim,Sim,59,Sim,Não,DSL,Não,Sim,Não,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),75.95,4542.35
0607-DAAHE,Sim,Homem,Não,Não,Sim,53,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),19.75,1052.35
0607-MVMGC,Não,Homem,Não,Sim,Sim,45,Sim,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Anual,Não,Cartão de crédito (automático),78.75,3600.65
0608-JDVEC,Não,Homem,Não,Sim,Não,50,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque eletrônico,19.8,1013.2
0611-DFXKO,Sim,Homem,Não,Sim,Não,20,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque impresso,89.0,1820.45
0612-RTZZA,Sim,Mulher,Sim,Não,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,25.25,25.25
0613-WUXUM,Não,Mulher,Não,Sim,Sim,70,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cheque impresso,19.2,1401.4
0616-ATFGB,Sim,Homem,Sim,Sim,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,25.05,25.05
0617-AQNWT,Sim,Mulher,Não,Sim,Não,64,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Não,Cheque eletrônico,47.85,3147.5
0617-FHSGK,Sim,Homem,Não,Não,Sim,49,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),75.2,3678.3
0618-XWMSS,Sim,Homem,Não,Não,Sim,28,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),74.9,2068.55
0619-OLYUR,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),111.9,8071.05
0620-DLSLK,Não,Mulher,Não,Não,Não,13,Sim,Não,Fiber optic,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque impresso,81.9,1028.9
0620-XEFWH,Não,Homem,Não,Sim,Sim,4,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,18.85,84.2
0621-CXBKL,Não,Mulher,Não,Não,Não,53,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,18.7,1005.7
0621-HJWXJ,Não,Mulher,Não,Sim,Não,63,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),81.55,5029.05
0621-JFHOL,Não,Mulher,Não,Não,Não,10,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Sim,Não,Não,Bienal,Sim,Cheque impresso,29.6,299.05
0621-TSSMU,Não,Homem,Não,Sim,Não,56,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),19.95,1126.75
0621-TWIEM,Sim,Homem,Não,Não,Não,10,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,45.55,402.6
0623-EJQEG,Não,Homem,Não,Não,Não,65,Sim,Sim,Fiber optic,Sim,Não,Não,Sim,Não,Sim,Anual,Não,Cheque eletrônico,93.55,6069.25
0623-GDISB,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),48.45,48.45
0623-IIHUG,Sim,Mulher,Sim,Não,Não,21,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,41.9,840.1
0625-AFOHS,Não,Mulher,Não,Sim,Sim,29,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,20.2,558.8
0626-QXNGV,Não,Mulher,Não,Sim,Não,72,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Cartão de crédito (automático),24.15,1776.45
0628-CNQRM,Sim,Homem,Não,Sim,Sim,22,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Sim,Transferência bancária (automática),67.5,1544.05
0634-SZPQA,Sim,Mulher,Não,Não,Não,23,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Transferência bancária (automática),90.05,2169.8
0635-WKOLD,Não,Homem,Não,Sim,Não,40,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Anual,Não,Cartão de crédito (automático),70.75,2921.75
0637-KVDLV,Sim,Homem,Não,Não,Não,2,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.5,162.45
0637-UBJRP,Sim,Homem,Não,Sim,Sim,13,Sim,Não,Fiber optic,Sim,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,84.05,1095.3
0637-YLETY,Sim,Mulher,Não,Não,Não,16,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),95.6,1555.65
0639-TSIQW,Sim,Mulher,Não,Não,Não,67,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),102.95,6886.25
0640-YJTPY,Não,Homem,Não,Sim,Sim,72,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),21.0,1493.75
0641-EVBOJ,Não,Homem,Não,Não,Não,3,Sim,Não,Fiber optic,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque impresso,82.3,214.4
0643-OKLRP,Sim,Mulher,Sim,Sim,Não,47,Sim,Sim,Fiber optic,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,80.35,3825.85
0644-OQMDK,Não,Homem,Sim,Não,Não,4,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.65,293.85
0650-BWOZN,Não,Mulher,Sim,Não,Não,18,Sim,Não,Fiber optic,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,73.55,1359.45
0654-HMSHN,Sim,Homem,Não,Sim,Sim,21,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,104.4,2157.95
0654-PQKDW,Não,Mulher,Não,Sim,Sim,62,Sim,Não,DSL,Sim,Não,Sim,Sim,Sim,Não,Anual,Sim,Transferência bancária (automática),70.75,4263.45
0655-RBDUG,Sim,Homem,Não,Não,Não,7,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),98.05,713.0
0655-YDGFJ,Não,Homem,Não,Não,Não,29,Sim,Não,DSL,Não,Não,Sim,Não,Não,Não,Mensal,Não,Transferência bancária (automática),48.95,1323.7
0657-DOGUM,Não,Mulher,Não,Sim,Não,48,Sim,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Transferência bancária (automática),60.6,2985.25
0661-KBKPA,Não,Homem,Não,Sim,Sim,53,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque impresso,78.75,3942.45
0661-KQHNK,Não,Mulher,Não,Sim,Sim,6,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Não,Cartão de crédito (automático),19.0,105.5
0661-WCQNQ,Não,Homem,Não,Sim,Não,22,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Não,Anual,Sim,Cartão de crédito (automático),56.25,1292.2
0661-XEYAN,Sim,Mulher,Sim,Não,Não,1,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque impresso,25.8,25.8
0665-XHDJU,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Bienal,Sim,Cheque eletrônico,99.4,7285.7
0666-UXTJO,Não,Homem,Sim,Sim,Não,34,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),85.2,2874.45
0667-NSRGI,Não,Mulher,Não,Sim,Não,48,Sim,Sim,DSL,Não,Não,Sim,Sim,Não,Sim,Anual,Sim,Cheque impresso,69.55,3435.6
0668-OGMHD,Não,Mulher,Não,Sim,Não,21,Não,Sem seviço de Telefone,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,28.5,629.35
0670-ANMUU,Não,Homem,Não,Não,Não,71,Sim,Sim,Fiber optic,Sim,Não,Não,Sim,Não,Sim,Anual,Não,Cartão de crédito (automático),97.65,6687.85
0670-KDOMA,Não,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,20.25,20.25
0673-IGUQO,Não,Homem,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.45,20.45
0674-DGMAQ,Não,Homem,Sim,Sim,Não,32,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,93.5,2970.8
0674-EYYZV,Não,Mulher,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,54.65,54.65
0674-GCDXG,Não,Homem,Não,Não,Não,63,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Sim,Bienal,Sim,Transferência bancária (automática),71.9,4479.2
0675-NCDYU,Não,Mulher,Não,Sim,Sim,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),116.4,8543.25
0678-RLHVP,Não,Mulher,Não,Não,Não,53,Sim,Sim,Fiber optic,Não,Sim,Sim,Não,Sim,Sim,Bienal,Não,Cheque eletrônico,105.55,5682.25
0679-IDSTG,Sim,Mulher,Sim,Sim,Sim,1,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.25,69.25
0679-TDGAK,Não,Homem,Não,Sim,Sim,50,Sim,Não,DSL,Sim,Não,Não,Sim,Sim,Sim,Anual,Não,Cheque eletrônico,75.5,4025.6
0680-DFNNY,Sim,Homem,Não,Sim,Não,15,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.1,1504.05
0682-USIXD,Não,Mulher,Não,Sim,Não,21,Sim,Não,Fiber optic,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,86.05,1818.9
0684-AOSIH,Sim,Homem,Não,Sim,Não,1,Sim,Não,Fiber optic,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.0,95.0
0685-MLYYM,Sim,Mulher,Sim,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,70.75,154.85
0687-ZVTHB,Sim,Homem,Não,Sim,Sim,65,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Anual,Não,Cartão de crédito (automático),72.45,4653.85
0689-DSXGL,Não,Mulher,Não,Sim,Sim,52,Sim,Não,Fiber optic,Não,Sim,Sim,Sim,Não,Não,Mensal,Não,Transferência bancária (automática),85.8,4433.3
0689-NKYLF,Sim,Homem,Não,Não,Não,13,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,83.2,1060.6
0690-SRQID,Não,Homem,Não,Não,Não,4,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Sim,Cheque impresso,19.65,67.55
0691-IFBQW,Sim,Mulher,Sim,Não,Não,46,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,110.0,4874.8
0691-JVSYA,Sim,Mulher,Não,Sim,Não,53,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Transferência bancária (automática),94.85,5000.2
0691-NIKRI,Não,Mulher,Não,Não,Não,40,Sim,Sim,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito (automático),105.95,4335.2
0696-UKTOX,Não,Homem,Não,Não,Sim,23,Sim,Não,DSL,Não,Sim,Não,Sim,Não,Não,Mensal,Não,Cheque eletrônico,54.15,1312.45
0697-ZMSWS,Sim,Homem,Não,Não,Não,4,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,85.65,338.9
0699-NDKJM,Não,Mulher,Não,Sim,Não,57,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),58.75,3437.45
0701-RFGFI,Não,Mulher,Não,Sim,Sim,49,Sim,Sim,Fiber optic,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automática),95.4,4613.95
0701-TJSEF,Não,Homem,Não,Não,Não,9,Sim,Não,DSL,Sim,Não,Sim,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automática),68.25,576.95
0702-PGIBZ,Sim,Homem,Não,Não,Sim,4,Sim,Sim,Fiber optic,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.7,364.55
0704-VCUMB,Não,Mulher,Não,Sim,Não,61,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cartão de crédito (automático),20.25,1278.8
0707-HOVVN,Não,Mulher,Sim,Não,Não,70,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automática),75.5,5212.65
0708-LGSMF,Não,Homem,Não,Sim,Não,13,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,65.85,902.25
0708-SJDIS,Não,Mulher,Não,Não,Não,34,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Cheque impresso,65.0,2157.5
0709-TVGUR,Sim,Mulher,Sim,Não,Não,9,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.55,622.9
0716-BQNDX,Não,Homem,Sim,Não,Não,57,Sim,Sim,Fiber optic,Sim,Não,Não,Sim,Não,Sim,Bienal,Não,Cheque eletrônico,93.75,5625.55
0719-SYFRB,Sim,Mulher,Não,Não,Não,12,Sim,Sim,DSL,Sim,Não,Sim,Sim,Não,Não,Mensal,Sim,Cheque impresso,61.65,713.75
0722-SVSFK,Não,Mulher,Não,Não,Não,7,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.4,715.0
0722-TROQR,Sim,Mulher,Sim,Não,Não,4,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.9,321.75
0723-DRCLG,Sim,Mulher,Sim,Sim,Não,1,Sim,Sim,Fiber optic,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,74.45,74.45
0723-FDLAY,Não,Homem,Não,Não,Não,44,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),85.25,3704.15
0723-VSOBE,Não,Mulher,Sim,Não,Não,45,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Sim,Anual,Não,Cheque eletrônico,34.2,1596.6
0725-CXOTM,Não,Mulher,Não,Não,Não,36,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cartão de crédito (automático),89.65,3348.1
0727-BMPLR,Sim,Mulher,Sim,Não,Não,55,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,100.0,5509.3
0727-BNRLG,Não,Homem,Não,Não,Não,69,Sim,Sim,Fiber optic,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Cartão de crédito (automático),97.65,6743.55
0727-IWKVK,Sim,Homem,Não,Sim,Não,9,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,79.9,741.7
0730-BGQGF,Não,Homem,Não,Sim,Sim,71,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),90.3,6287.3
0730-KOAVE,Não,Homem,Não,Não,Não,30,Sim,Sim,Fiber optic,Sim,Sim,Não,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),94.3,2679.7
0731-EBJQB,Não,Mulher,Não,Sim,Sim,52,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Anual,Sim,Cheque eletrônico,20.4,1090.65
0732-OCQOC,Não,Mulher,Não,Sim,Sim,52,Sim,Sim,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Sim,Transferência bancária (automática),25.05,1270.25
0733-VUNUW,Sim,Homem,Não,Não,Não,24,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automática),55.65,1400.55
0734-OXWBT,Não,Homem,Não,Não,Sim,3,Sim,Não,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Não,Cheque impresso,70.7,225.65
0739-UUAJR,Não,Mulher,Não,Sim,Sim,72,Não,Sem seviço de Telefone,DSL,Sim,Não,Sim,Não,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),53.8,3952.45
0742-LAFQK,Não,Homem,Não,Sim,Não,72,Sim,Sim,Fiber optic,Sim,Sim,Sim,Não,Não,Sim,Bienal,Sim,Cheque eletrônico,99.15,7422.1
0742-MOABM,Sim,Homem,Não,Sim,Não,4,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque impresso,50.05,179.35
0742-NXBGR,Sim,Mulher,Não,Não,Não,1,Sim,Não,Fiber optic,Não,Sim,Sim,Não,Não,Não,Mensal,Sim,Cheque eletrônico,82.3,82.3
0743-HNPFG,Não,Mulher,Não,Sim,Sim,51,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Cartão de crédito (automático),69.75,3562.5
0743-HRVFF,Não,Mulher,Não,Sim,Sim,51,Não,Sem seviço de Telefone,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,56.15,2898.95
0744-BIKKF,Não,Homem,Não,Não,Não,72,Sim,Sim,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),86.65,6224.8
0744-GKNGE,Não,Mulher,Não,Sim,Sim,64,Sim,Sim,Fiber optic,Sim,Não,Não,Sim,Não,Não,Mensal,Sim,Transferência bancária (automática),86.8,5327.25
0746-JTRFU,Sim,Homem,Não,Não,Não,2,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,25.05,56.35
0748-RDGGM,Sim,Homem,Não,Sim,Não,70,Sim,Não,Fiber optic,Sim,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automática),109.5,7534.65
0749-IRGQE,Não,Mulher,Sim,Sim,Não,13,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,45.3,528.45
0750-EBAIU,Não,Homem,Não,Não,Não,52,Sim,Não,Fiber optic,Sim,Não,Sim,Não,Sim,Não,Anual,Não,Cheque eletrônico,91.25,4738.3
0750-EKNGL,Não,Homem,Não,Não,Não,7,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque impresso,20.75,141.1
0754-EEBDC,Não,Homem,Não,Sim,Sim,4,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Cheque impresso,19.9,76.65
0754-UKWQP,Sim,Homem,Não,Não,Não,2,Sim,Não,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,95.85,197.7
0756-MPZRL,Não,Homem,Não,Não,Não,46,Não,Sem seviço de Telefone,DSL,Não,Não,Sim,Sim,Não,Não,Anual,Não,Cartão de crédito (automático),33.7,1537.85
0757-WCUUZ,Não,Homem,Não,Sim,Sim,54,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Sim,Bienal,Não,Cartão de crédito (automático),63.35,3409.1
0761-AETCS,Sim,Mulher,Não,Não,Não,1,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Mensal,Não,Cheque eletrônico,19.3,19.3
0769-MURVM,Não,Mulher,Não,Sim,Sim,72,Não,Sem seviço de Telefone,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),65.7,4575.35
0771-CHWSK,Não,Homem,Não,Não,Não,66,Sim,Sim,DSL,Sim,Sim,Sim,Não,Não,Sim,Bienal,Sim,Cartão de crédito (automático),74.6,4798.4
0771-WLCLA,Não,Mulher,Não,Sim,Sim,16,Sim,Sim,Fiber optic,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,112.95,1882.55
0772-GYEQQ,Sim,Homem,Não,Não,Não,3,Sim,Não,Fiber optic,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Cheque impresso,88.35,262.05
0774-IFUVM,Não,Homem,Não,Sim,Sim,11,Sim,Sim,DSL,Sim,Não,Não,Não,Sim,Não,Mensal,Sim,Transferência bancária (automática),65.15,723.35
0774-RMNUW,Não,Mulher,Não,Sim,Sim,71,Não,Sem seviço de Telefone,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automática),59.7,4122.65
0778-NELLA,Sim,Homem,Não,Não,Não,9,Não,Sem seviço de Telefone,DSL,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cartão de crédito (automático),34.7,296.1
0780-XNZFN,Não,Homem,Não,Não,Não,57,Sim,Não,Não,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Sem serviço de Internet,Bienal,Não,Transferência bancária (automática),20.65,1125.6
0781-LKXBR,Sim,Homem,Sim,Não,Não,9,Sim,Sim,Fiber optic,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,100.5,918.6
